config,seed,benchmark,metric,value,n
V1,44,s783,pearson,0.6427722436078026,783
V1,44,s783,rmse,1.5775780093353267,783
V1,44,s783,mae,1.1622749658927112,783
V1,44,s2648,spearman,0.5977129106817046,2648
V1,44,s2648,pearson,0.5798190830333416,2648
V1,44,s2648,rmse,1.3837144847534057,2648
V1,44,s2648,mae,1.0351235278505055,2648
V1,44,s8754,spearman,0.5641768967524488,8228
V1,44,s8754,pearson,0.5172613909459545,8228
V1,44,s8754,rmse,1.8264564567567747,8228
V1,44,s8754,mae,1.2603060574341018,8228
V1,44,ssym_direct,spearman,0.5051158242303077,342
V1,44,ssym_direct,pearson,0.5128482926047163,342
V1,44,ssym_direct,rmse,1.4427251948947581,342
V1,44,ssym_direct,mae,1.0511538221321084,342
V1,44,ssym_inverse,spearman,0.3385024392875068,342
V1,44,ssym_inverse,pearson,0.35576574204822264,342
V1,44,ssym_inverse,rmse,1.8770572947247732,342
V1,44,ssym_inverse,mae,1.374383456100933,342
V1,44,s571,spearman,0.37356816970992796,571
V1,44,s571,pearson,0.3629518999829467,571
V1,44,s571,rmse,8.944611945457599,571
V1,44,s571,mae,5.990900336898498,571
V1,44,s4346,spearman,0.4895779725670269,3969
V1,44,s4346,pearson,0.4478282722941937,3969
V1,44,s4346,rmse,7.591071960709217,3969
V1,44,s4346,mae,4.727209192832792,3969
V1,44,megascale_test,spearman,0.6643258566924131,28172
V1,44,megascale_test,pearson,0.677345419704542,28172
V1,44,megascale_test,rmse,1.2933638301693413,28172
V1,44,megascale_test,mae,1.01165569807339,28172
SCALAR,42,s669,spearman,0.1943930524119024,669
SCALAR,42,s669,pearson,0.1572136496019029,669
SCALAR,42,s669,rmse,1.881313846578579,669
SCALAR,42,s669,mae,1.4145301611208663,669
SCALAR,42,s461,spearman,0.2831102540151387,461
SCALAR,42,s461,pearson,0.2837171270014808,461
SCALAR,42,s461,rmse,1.6677653662174128,461
SCALAR,42,s461,mae,1.2781145742856,461
SCALAR,42,s783,spearman,0.08531491941339592,783
SCALAR,42,s783,pearson,0.06002545133200271,783
SCALAR,42,s783,rmse,2.370682832519384,783
SCALAR,42,s783,mae,1.5984018243930158,783
SCALAR,42,s2648,spearman,0.11653529752923468,2648
SCALAR,42,s2648,pearson,0.11498588514613636,2648
SCALAR,42,s2648,rmse,1.7748639272112396,2648
SCALAR,42,s2648,mae,1.35060198521952,2648
SCALAR,42,s8754,spearman,0.035427754786880365,8228
SCALAR,42,s8754,pearson,-0.016182457609298786,8228
SCALAR,42,s8754,rmse,2.258788768314135,8228
SCALAR,42,s8754,mae,1.509218561545743,8228
SCALAR,42,ssym_direct,spearman,0.1334143735701518,342
SCALAR,42,ssym_direct,pearson,0.13416788076121314,342
SCALAR,42,ssym_direct,rmse,1.8229192546047306,342
SCALAR,42,ssym_direct,mae,1.3186380913078088,342
SCALAR,42,ssym_inverse,spearman,0.06279443490577273,342
SCALAR,42,ssym_inverse,pearson,0.014984379320903815,342
SCALAR,42,ssym_inverse,rmse,1.8320862811258396,342
SCALAR,42,ssym_inverse,mae,1.3227522578253819,342
SCALAR,42,s571,spearman,-0.016700462644075997,571
SCALAR,42,s571,pearson,0.010258745516632807,571
SCALAR,42,s571,rmse,9.479338791864429,571
SCALAR,42,s571,mae,6.282095910319912,571
SCALAR,42,s4346,spearman,0.07254407693659867,3969
SCALAR,42,s4346,pearson,0.07419895759053444,3969
SCALAR,42,s4346,rmse,8.31713861161158,3969
SCALAR,42,s4346,mae,5.264499177495602,3969
SCALAR,42,megascale_test,spearman,-0.007151417897421455,28172
SCALAR,42,megascale_test,pearson,-0.027035781468083043,28172
SCALAR,42,megascale_test,rmse,1.263327104563316,28172
SCALAR,42,megascale_test,mae,0.8419452196247734,28172
SCALAR,43,s669,spearman,0.010749997110133556,669
SCALAR,43,s669,pearson,0.010296717503851065,669
SCALAR,43,s669,rmse,1.890562996131244,669
SCALAR,43,s669,mae,1.4214381502808304,669
SCALAR,43,s461,spearman,0.012978749513249304,461
SCALAR,43,s461,pearson,0.019050126030473007,461
SCALAR,43,s461,rmse,1.6814171453030275,461
SCALAR,43,s461,mae,1.285562757453669,461
SCALAR,43,s783,spearman,-0.028101869329981138,783
SCALAR,43,s783,pearson,-0.09643637938250185,783
SCALAR,43,s783,rmse,2.3797468115579727,783
SCALAR,43,s783,mae,1.6065131334658107,783
SCALAR,43,s2648,spearman,-0.031229300183050954,2648
SCALAR,43,s2648,pearson,-0.05077831344792785,2648
SCALAR,43,s2648,rmse,1.78489484039188,2648
SCALAR,43,s2648,mae,1.356775234292034,2648
SCALAR,43,s8754,spearman,-0.03898349395602343,8228
SCALAR,43,s8754,pearson,-0.08494786152964677,8228
SCALAR,43,s8754,rmse,2.2616858655413994,8228
SCALAR,43,s8754,mae,1.5112900759385803,8228
SCALAR,43,ssym_direct,spearman,0.04228727880937698,342
SCALAR,43,ssym_direct,pearson,0.008555912883838631,342
SCALAR,43,ssym_direct,rmse,1.8182544542750019,342
SCALAR,43,ssym_direct,mae,1.3144009331124153,342
SCALAR,43,ssym_inverse,spearman,-0.0015703522641659256,342
SCALAR,43,ssym_inverse,pearson,-0.06236646299965578,342
SCALAR,43,ssym_inverse,rmse,1.8245865412134263,342
SCALAR,43,ssym_inverse,mae,1.3191961061375552,342
SCALAR,43,s571,spearman,0.05386330602374513,571
SCALAR,43,s571,pearson,0.05347506666529921,571
SCALAR,43,s571,rmse,9.475383792173604,571
SCALAR,43,s571,mae,6.279255042820615,571
SCALAR,43,s4346,spearman,-0.019877761677180056,3969
SCALAR,43,s4346,pearson,-0.0330834122905358,3969
SCALAR,43,s4346,rmse,8.321751785380057,3969
SCALAR,43,s4346,mae,5.267002083117524,3969
SCALAR,43,megascale_test,spearman,-0.11431085135888087,28172
SCALAR,43,megascale_test,pearson,-0.12280413936261118,28172
SCALAR,43,megascale_test,rmse,1.2669216565202577,28172
SCALAR,43,megascale_test,mae,0.8461608229509401,28172
SCALAR,44,s669,spearman,0.034561466149413966,669
SCALAR,44,s669,pearson,0.04333923056653887,669
SCALAR,44,s669,rmse,1.8991349232189694,669
SCALAR,44,s669,mae,1.4304867732308677,669
SCALAR,44,s461,spearman,0.050067164047335876,461
SCALAR,44,s461,pearson,0.052013672632728464,461
SCALAR,44,s461,rmse,1.694664297386458,461
SCALAR,44,s461,mae,1.3006355953756357,461
SCALAR,44,s783,spearman,-0.013077976751403101,783
SCALAR,44,s783,pearson,-0.01868465854850793,783
SCALAR,44,s783,rmse,2.3851369974398726,783
SCALAR,44,s783,mae,1.6168783386993206,783
SCALAR,44,s2648,spearman,-0.029549865735622474,2648
SCALAR,44,s2648,pearson,-0.031229712622550816,2648
SCALAR,44,s2648,rmse,1.7907127019941722,2648
SCALAR,44,s2648,mae,1.3638290544781726,2648
SCALAR,44,s8754,spearman,-0.01732181505103397,8228
SCALAR,44,s8754,pearson,-0.043348018990185845,8228
SCALAR,44,s8754,rmse,2.2657133867436148,8228
SCALAR,44,s8754,mae,1.5177187301121675,8228
SCALAR,44,ssym_direct,spearman,-0.2181911894396315,342
SCALAR,44,ssym_direct,pearson,-0.2035544624210252,342
SCALAR,44,ssym_direct,rmse,1.8405793055650532,342
SCALAR,44,ssym_direct,mae,1.3339974898028009,342
SCALAR,44,ssym_inverse,spearman,-0.2705412663522525,342
SCALAR,44,ssym_inverse,pearson,-0.26776847985590796,342
SCALAR,44,ssym_inverse,rmse,1.842627837559071,342
SCALAR,44,ssym_inverse,mae,1.3340269884513964,342
SCALAR,44,s571,spearman,0.03625165262816917,571
SCALAR,44,s571,pearson,0.031978132620126644,571
SCALAR,44,s571,rmse,9.480880979057362,571
SCALAR,44,s571,mae,6.285338937702887,571
SCALAR,44,s4346,spearman,-0.0433146783011596,3969
SCALAR,44,s4346,pearson,-0.033138403482868894,3969
SCALAR,44,s4346,rmse,8.328171957315135,3969
SCALAR,44,s4346,mae,5.277221470185912,3969
SCALAR,44,megascale_test,spearman,-0.01926826437083758,28172
SCALAR,44,megascale_test,pearson,-0.026546516860906116,28172
SCALAR,44,megascale_test,rmse,1.2639108770137617,28172
SCALAR,44,megascale_test,mae,0.8439419900701279,28172
E2noOOD,42,s669,spearman,0.437480249579499,669
E2noOOD,42,s669,pearson,0.4237516960040475,669
E2noOOD,42,s669,rmse,1.6296626974455068,669
E2noOOD,42,s669,mae,1.193190303384723,669
E2noOOD,42,s461,spearman,0.62283942317438,461
E2noOOD,42,s461,pearson,0.6249629690037708,461
E2noOOD,42,s461,rmse,1.142913415759251,461
E2noOOD,42,s461,mae,0.8826978685139374,461
E2noOOD,42,s783,spearman,0.638022309258741,783
E2noOOD,42,s783,pearson,0.6213100868722321,783
E2noOOD,42,s783,rmse,1.6343059000745892,783
E2noOOD,42,s783,mae,1.2024587472546298,783
E2noOOD,42,s2648,spearman,0.5830242274502188,2648
E2noOOD,42,s2648,pearson,0.5666489845824746,2648
E2noOOD,42,s2648,rmse,1.3493462143326789,2648
E2noOOD,42,s2648,mae,1.0145773548032142,2648
E2noOOD,42,s8754,spearman,0.5666453671374264,8228
E2noOOD,42,s8754,pearson,0.52534796588201,8228
E2noOOD,42,s8754,rmse,1.7762044910687547,8228
E2noOOD,42,s8754,mae,1.214346374190175,8228
E2noOOD,42,ssym_direct,spearman,0.5307169473980232,342
E2noOOD,42,ssym_direct,pearson,0.4971934233596075,342
E2noOOD,42,ssym_direct,rmse,1.4499522773619518,342
E2noOOD,42,ssym_direct,mae,1.028493205749849,342
E2noOOD,42,ssym_inverse,spearman,0.33142295038246755,342
E2noOOD,42,ssym_inverse,pearson,0.36651317853066195,342
E2noOOD,42,ssym_inverse,rmse,1.756791727837258,342
E2noOOD,42,ssym_inverse,mae,1.3081177092369711,342
E2noOOD,42,s571,spearman,0.3607420667091669,571
E2noOOD,42,s571,pearson,0.34549938185768586,571
E2noOOD,42,s571,rmse,8.985851043952472,571
E2noOOD,42,s571,mae,6.011766343845639,571
E2noOOD,42,s4346,spearman,0.49957637223023593,3969
E2noOOD,42,s4346,pearson,0.46108248243860783,3969
E2noOOD,42,s4346,rmse,7.609742403653813,3969
E2noOOD,42,s4346,mae,4.7541167661298935,3969
E2noOOD,42,megascale_test,spearman,0.6704212880763193,28172
E2noOOD,42,megascale_test,pearson,0.6822699999634195,28172
E2noOOD,42,megascale_test,rmse,1.1270378375384595,28172
E2noOOD,42,megascale_test,mae,0.8815301537819111,28172
E2noOOD,43,s669,spearman,0.4440440557627374,669
E2noOOD,43,s669,pearson,0.4229066906468466,669
E2noOOD,43,s669,rmse,1.6463096966081467,669
E2noOOD,43,s669,mae,1.199404830731151,669
E2noOOD,43,s461,spearman,0.629232676511414,461
E2noOOD,43,s461,pearson,0.6252582401510633,461
E2noOOD,43,s461,rmse,1.151814957275688,461
E2noOOD,43,s461,mae,0.880412952541606,461
E2noOOD,43,s783,spearman,0.6424236275106907,783
E2noOOD,43,s783,pearson,0.6482075836632052,783
E2noOOD,43,s783,rmse,1.5664830980097966,783
E2noOOD,43,s783,mae,1.1650667108338455,783
E2noOOD,43,s2648,spearman,0.5678821291001692,2648
E2noOOD,43,s2648,pearson,0.5550477070045463,2648
E2noOOD,43,s2648,rmse,1.4095896349084869,2648
E2noOOD,43,s2648,mae,1.0603444325861455,2648
E2noOOD,43,s8754,spearman,0.5636130314859933,8228
E2noOOD,43,s8754,pearson,0.5204380455273737,8228
E2noOOD,43,s8754,rmse,1.8081141377975039,8228
E2noOOD,43,s8754,mae,1.2420482807008604,8228
E2noOOD,43,ssym_direct,spearman,0.4999186274286471,342
E2noOOD,43,ssym_direct,pearson,0.46905214244145305,342
E2noOOD,43,ssym_direct,rmse,1.5429868253096743,342
E2noOOD,43,ssym_direct,mae,1.092765279353885,342
E2noOOD,43,ssym_inverse,spearman,0.389822469544911,342
E2noOOD,43,ssym_inverse,pearson,0.4139715395806699,342
E2noOOD,43,ssym_inverse,rmse,1.7741560969149242,342
E2noOOD,43,ssym_inverse,mae,1.3198108334224998,342
E2noOOD,43,s571,spearman,0.3956961763439088,571
E2noOOD,43,s571,pearson,0.3659459612740389,571
E2noOOD,43,s571,rmse,8.94259983390376,571
E2noOOD,43,s571,mae,5.983658988945408,571
E2noOOD,43,s4346,spearman,0.4750826438963429,3969
E2noOOD,43,s4346,pearson,0.4314286075530811,3969
E2noOOD,43,s4346,rmse,7.5953917754809535,3969
E2noOOD,43,s4346,mae,4.742058658208834,3969
E2noOOD,43,megascale_test,spearman,0.6625198686589345,28172
E2noOOD,43,megascale_test,pearson,0.6748817270011456,28172
E2noOOD,43,megascale_test,rmse,1.2086598643691895,28172
E2noOOD,43,megascale_test,mae,0.9421384186472476,28172
E2noOOD,44,s669,spearman,0.45215902608565894,669
E2noOOD,44,s669,pearson,0.44098170833406136,669
E2noOOD,44,s669,rmse,1.6160716816659402,669
E2noOOD,44,s669,mae,1.1893816918680398,669
E2noOOD,44,s461,spearman,0.6077987941878242,461
E2noOOD,44,s461,pearson,0.6064652943314809,461
E2noOOD,44,s461,rmse,1.1564186497006435,461
E2noOOD,44,s461,mae,0.8792376312828237,461
E2noOOD,44,s783,spearman,0.6595038150966459,783
E2noOOD,44,s783,pearson,0.6595620238167863,783
E2noOOD,44,s783,rmse,1.5426537788327912,783
E2noOOD,44,s783,mae,1.1385067044346955,783
E2noOOD,44,s2648,spearman,0.5859475790641603,2648
E2noOOD,44,s2648,pearson,0.5747026711126753,2648
E2noOOD,44,s2648,rmse,1.356398577942065,2648
E2noOOD,44,s2648,mae,1.0218880892361253,2648
E2noOOD,44,s8754,spearman,0.5727854547766096,8228
E2noOOD,44,s8754,pearson,0.5180659456442862,8228
E2noOOD,44,s8754,rmse,1.7962526676868802,8228
E2noOOD,44,s8754,mae,1.2324534219878525,8228
E2noOOD,44,ssym_direct,spearman,0.5577373293147112,342
E2noOOD,44,ssym_direct,pearson,0.5381581679188739,342
E2noOOD,44,ssym_direct,rmse,1.4115452378598556,342
E2noOOD,44,ssym_direct,mae,1.0281864714138864,342
E2noOOD,44,ssym_inverse,spearman,0.32736248096025666,342
E2noOOD,44,ssym_inverse,pearson,0.35035442061428573,342
E2noOOD,44,ssym_inverse,rmse,1.7827193599787952,342
E2noOOD,44,ssym_inverse,mae,1.3239876115858031,342
E2noOOD,44,s571,spearman,0.3589889239302625,571
E2noOOD,44,s571,pearson,0.34864365556917154,571
E2noOOD,44,s571,rmse,8.954802033453644,571
E2noOOD,44,s571,mae,6.00167598610584,571
E2noOOD,44,s4346,spearman,0.49059239078063543,3969
E2noOOD,44,s4346,pearson,0.45431408268314205,3969
E2noOOD,44,s4346,rmse,7.580243390108476,3969
E2noOOD,44,s4346,mae,4.73351220639118,3969
E2noOOD,44,megascale_test,spearman,0.6682627891165213,28172
E2noOOD,44,megascale_test,pearson,0.6803121756573988,28172
E2noOOD,44,megascale_test,rmse,1.1837681382632315,28172
E2noOOD,44,megascale_test,mae,0.9200223903544533,28172
NOESMDROP,42,s669,spearman,0.43166529732328235,669
NOESMDROP,42,s669,pearson,0.4139647962097791,669
NOESMDROP,42,s669,rmse,1.5575620201483567,669
NOESMDROP,42,s669,mae,1.0935184395661848,669
NOESMDROP,42,s461,spearman,0.6415357895156334,461
NOESMDROP,42,s461,pearson,0.6297788980848361,461
NOESMDROP,42,s461,rmse,1.0368397407666219,461
NOESMDROP,42,s461,mae,0.7579841587506638,461
NOESMDROP,42,s783,spearman,0.6413970298901801,783
NOESMDROP,42,s783,pearson,0.6253758948712446,783
NOESMDROP,42,s783,rmse,1.572800669211012,783
NOESMDROP,42,s783,mae,1.0918081594514513,783
NOESMDROP,42,s2648,spearman,0.5439824946355999,2648
NOESMDROP,42,s2648,pearson,0.5309986431800171,2648
NOESMDROP,42,s2648,rmse,1.3225360961843713,2648
NOESMDROP,42,s2648,mae,0.9749718003911937,2648
NOESMDROP,42,s8754,spearman,0.5482192658820869,8228
NOESMDROP,42,s8754,pearson,0.49832325054255805,8228
NOESMDROP,42,s8754,rmse,1.7570329791949215,8228
NOESMDROP,42,s8754,mae,1.1627991810889757,8228
NOESMDROP,42,ssym_direct,spearman,0.48783054604031695,342
NOESMDROP,42,ssym_direct,pearson,0.47121176266497217,342
NOESMDROP,42,ssym_direct,rmse,1.4016915682306121,342
NOESMDROP,42,ssym_direct,mae,0.9889336466702104,342
NOESMDROP,42,ssym_inverse,spearman,0.2990872876557205,342
NOESMDROP,42,ssym_inverse,pearson,0.29214917275121566,342
NOESMDROP,42,ssym_inverse,rmse,1.7776512858539708,342
NOESMDROP,42,ssym_inverse,mae,1.2652733006258632,342
NOESMDROP,42,s571,spearman,0.3870874428177925,571
NOESMDROP,42,s571,pearson,0.3631175804425671,571
NOESMDROP,42,s571,rmse,8.96350129573427,571
NOESMDROP,42,s571,mae,5.971295314535968,571
NOESMDROP,42,s4346,spearman,0.476539012970203,3969
NOESMDROP,42,s4346,pearson,0.4358592224998586,3969
NOESMDROP,42,s4346,rmse,7.664305843248092,3969
NOESMDROP,42,s4346,mae,4.7471795067116975,3969
NOESMDROP,42,megascale_test,spearman,0.6599468801423969,28172
NOESMDROP,42,megascale_test,pearson,0.6694119188664961,28172
NOESMDROP,42,megascale_test,rmse,0.9835801256939822,28172
NOESMDROP,42,megascale_test,mae,0.7519229868982358,28172
NOESMDROP,43,s669,spearman,0.42925054077231706,669
NOESMDROP,43,s669,pearson,0.4029294825208439,669
NOESMDROP,43,s669,rmse,1.5986714132931126,669
NOESMDROP,43,s669,mae,1.1392562713930647,669
NOESMDROP,43,s461,spearman,0.6173891335184133,461
NOESMDROP,43,s461,pearson,0.6028492177463471,461
NOESMDROP,43,s461,rmse,1.0906221681026582,461
NOESMDROP,43,s461,mae,0.8190693333578334,461
NOESMDROP,43,s783,spearman,0.605925753527056,783
NOESMDROP,43,s783,pearson,0.6077082000229266,783
NOESMDROP,43,s783,rmse,1.6019293053698667,783
NOESMDROP,43,s783,mae,1.1477344170650456,783
NOESMDROP,43,s2648,spearman,0.5580224218073234,2648
NOESMDROP,43,s2648,pearson,0.5428187353632495,2648
NOESMDROP,43,s2648,rmse,1.3333691810199533,2648
NOESMDROP,43,s2648,mae,0.9834035400510835,2648
NOESMDROP,43,s8754,spearman,0.5474685180539726,8228
NOESMDROP,43,s8754,pearson,0.49899087869952835,8228
NOESMDROP,43,s8754,rmse,1.7736892555474415,8228
NOESMDROP,43,s8754,mae,1.193720174720539,8228
NOESMDROP,43,ssym_direct,spearman,0.4594044092637999,342
NOESMDROP,43,ssym_direct,pearson,0.45264948446584113,342
NOESMDROP,43,ssym_direct,rmse,1.4497966826232913,342
NOESMDROP,43,ssym_direct,mae,0.9996616111098848,342
NOESMDROP,43,ssym_inverse,spearman,0.30797104619353205,342
NOESMDROP,43,ssym_inverse,pearson,0.3510504153399067,342
NOESMDROP,43,ssym_inverse,rmse,1.8274486934903706,342
NOESMDROP,43,ssym_inverse,mae,1.3245841757944452,342
NOESMDROP,43,s571,spearman,0.3747080210594183,571
NOESMDROP,43,s571,pearson,0.34989062519145653,571
NOESMDROP,43,s571,rmse,8.952746739018968,571
NOESMDROP,43,s571,mae,5.955363131048331,571
NOESMDROP,43,s4346,spearman,0.4718877530893216,3969
NOESMDROP,43,s4346,pearson,0.4449933149919259,3969
NOESMDROP,43,s4346,rmse,7.621460304978039,3969
NOESMDROP,43,s4346,mae,4.746184877223908,3969
NOESMDROP,43,megascale_test,spearman,0.6589164279826043,28172
NOESMDROP,43,megascale_test,pearson,0.6724466418795969,28172
NOESMDROP,43,megascale_test,rmse,1.04856018432408,28172
NOESMDROP,43,megascale_test,mae,0.8074191543578286,28172
